Author First Name,Author Last Name,Title,Series,Series Number
 Lisa,Lillien,Hungry Girl: Recipes and Survival Strategies for Guilt-Free Eating in the Real World,Hungry Girl,1
 Lisa,Lillien,Hungry Girl: 200 Under 200: 200 Recipes Under 200 Calories,Hungry Girl,2
 Lisa,Lillien,"Hungry Girl 1-2-3: The Easiest, Most Delicious, Guilt-Free Recipes on the Planet",Hungry Girl,3
 Lisa,Mantchev,Perchance to Dream: Theatre Illuminata #2,Théâtre Illuminata,2
 Lisa,Unger,Black Out: A Novel,,1
 Lisa,Sanders,Every patient tells a story: medical mysteries and the art of diagnosis,,1
 Lisa,Jackson,Running Scared,,1
 Lisa,See,Snow Flower and the Secret Fan,,1
 Lisa,Genova,Still Alice,,1
 Lisa,Drayer,The Beauty Diet: Looking Great Has Never Been So Delicious,,1
 Lisa,Grunwald,The Irresistible Henry House,,1
 Lisa,Childs,The Vampire Hunter the Vampire Hunter the Vampire Hunter,,1
 Lisi,Harrison,Alphas,Alphas,1
 Lisi,Harrison,The Clique: Charmed and Dangerous: The Clique Prequel,The Clique,1
 Lisi,Harrison,Best Friends for Never,The Clique,2
 Lisi,Harrison,Revenge of the Wannabes,The Clique,3
 Lisi,Harrison,Invasion of the Boy Snatchers,The Clique,4
 Lisi,Harrison,The Pretty Committee Strikes Back,The Clique,5
 Lisi,Harrison,It's Not Easy Being Mean,The Clique,7
 Lisi,Harrison,Bratfest At Tiffany's,The Clique,9
 Lisi,Harrison,P.s. I Loathe You,The Clique,10
 Lisi,Harrison,Boys R Us,The Clique,11
 Lisi,Harrison,Massie,The Clique Summer Collection,1
 Lisi,Harrison,Dylan,The Clique Summer Collection,2
 Lisi,Harrison,Alicia,The Clique Summer Collection,3
 Lisi,Harrison,Kristen,The Clique Summer Collection,4
 Lisi,Harrison,Monster High,,1
 Liz,Williams,Snake Agent: A Detective Inspector Chen Novel,Detective Inspector Chen,1
 Liz,Williams,The Demon and the City,Detective Inspector Chen,2
 Liz,Murray,Breaking Night,,1
 Liz,Gallagher,The Opposite of Invisible,,1
 Lloyd,Alexander,The Book of Three,The Chronicles of Prydain,1
 Lloyd,Alexander,The Black Cauldron,The Chronicles of Prydain,2
 Lloyd,Alexander,The Castle of Llyr,The Chronicles of Prydain,3
 Lloyd,Alexander,Taran Wanderer,The Chronicles of Prydain,4
 Lloyd,Alexander,The High King,The Chronicles of Prydain,5
 Lois,Lowry,The Giver,The Giver Trilogy,1
 Lola,Shoneyin,The Secret Lives of Baba Segi's Wives,,1
 Lorenzo,Carcaterra,Sleepers,,1
 Lorie,O'Clare,"Strong, Sleek and Sinful",FBI Sex Crimes series,1
 Lorrie,Moore,A Gate at the Stairs,,1
 Lou,Berney,Gutshot Straight,,1
 Lou,Anders,Masked,,1
 Louann & M.D.,Brizendine,The Male Brain,,1
 Louis,Sachar,The Cardturner,,1
 Louis,Bayard,The Pale Blue Eye: A Novel,,1
 Louis-Ferdinand,Celine,Castle to Castle (French Literature),,1
 Louisa May,Alcott,Little Women,Little Women,1
 Louise,Wener,The Half Life of Stars: A Novel,,1
 Louise,Wener,The Half Life of Stars: A Novel,,1
 Luanne,Rice,Follow the Stars Home,,1
 Luanne,Rice,The Deep Blue Sea for Beginners,,1
 Lucy,Gordon,The Italian's Rightful Bride,,1
 Lus M.,Rocha,The Holy Bullet,,1
 Lus M.,Rocha,The Last Pope,,1
 Lyman Frank,Baum,The Wonderful Wizard of Oz,Oz : Famous Forty,1
 Lyman Frank,Baum,The Marvelous Land of Oz,Oz : Famous Forty,2
 Lyman Frank,Baum,Ozma of Oz,Oz : Famous Forty,3
 Lyman Frank,Baum,Dorothy and the Wizard in Oz,Oz : Famous Forty,4
 Lyman Frank,Baum,The road to Oz,Oz : Famous Forty,5
 Lyman Frank,Baum,The Emerald City of Oz,Oz : Famous Forty,6
 Lyman Frank,Baum,The Sea Fairies,Trot and Cap'n Bill Series,1
 Lyman Frank,Baum,Sky island: being the further exciting adventures of Trot and Cap'n Bill after their visits to the sea fairies,Trot and Cap'n Bill Series,2
 Lyman Frank,Baum,A Kidnapped Santa Claus,,1
 Lyman Frank,Baum,The Life and Adventures of Santa Claus,,1
 Lynda,Burton,"Oh Lord, Help Me Keep My Panties on",,1
 Lynn,Abbey,The Rise and Fall of a Dragonking,Chronicles of Athas,5
 Lynn,Abbey,The brazen gambit,Dark Sun,1.1
 Lynn,Abbey,Cinnabar Shadows,Dark Sun,1.4
 Lynn,Viehl,Shadowlight,The Kyndred,1
 Lynn,Barber,An Education,,1
 M. C.,Beaton,Death of a Gossip,Hamish Macbeth,1
 M. C.,Beaton,Death of a Cad,Hamish Macbeth,2
 M. C.,Beaton,Death of an Outsider,Hamish Macbeth,3
 M. C.,Beaton,Death of a Perfect Wife,Hamish Macbeth,4
 M. C.,Beaton,Death of a Hussy,Hamish Macbeth,5
 M. C.,Beaton,Death of a Snob,Hamish Macbeth,6
 M. C.,Beaton,Death of a Prankster,Hamish Macbeth,7
 M. C.,Beaton,Death of a Travelling Man,Hamish Macbeth,9
 M. C.,Beaton,Death of a Dentist,Hamish Macbeth,13
 M. C.,Beaton,Death of a Scriptwriter,Hamish Macbeth,14
 M. C.,Beaton,Death of an Addict,Hamish Macbeth,15
 M. G.,Vassanji,The Assassin's Song,,1
 M. K.,Hobson,The Native Star,,1
 M. T.,Mustian,The Gendarme,,1
 Mackenzie,Ford,Gifts of War,,1
 Mackenzie,Ford,The Clouds Beneath the Sun,,1
 Mackenzie & Liftin,Phillips,High on Arrival,,1
 Maddy,Hunter,Top O' the Mournin',Passport to Peril Mystery,2
 Maddy,Hunter,Pasta Imperfect,Passport to Peril Mystery,3
 Maddy,Hunter,Hula Done It?,Passport to Peril Mystery,4
 Maddy,Hunter,G'Day to Die: A Passport to Peril Mystery,Passport to Peril Mystery,5
 Maddy,Hunter,Norway to Hide: A Passport to Peril Mystery,Passport to Peril Mystery,6
 Madeleine,L'Engle,A wrinkle in time,The Time Quintet,1
 Madeleine,Wickham,A Desirable Residence,,1
 Madison Smartt,Bell,All Souls' Rising,,1
 Madison Smartt,Bell,Devil's dream,,1
 Maggie,Barbieri,Extracurricular Activities,Murder 101 Mystery,2
 Maggie,Pouncey,Perfect Reader,,1
 Maggie,Griffin,Tip It!: The World According to Maggie,,1
 Malcolm,Gladwell,Blink: The Power of Thinking Without Thinking,,1
 Malcolm,Gladwell,Outliers: the story of success,,1
 Malcolm,Gladwell,The tipping point: how little things can make a big difference,,1
 Malcolm,Gladwell,What the Dog Saw: And Other Adventures,,1
 Malcolm & Haley,X,The autobiography of Malcolm X,,1
 Malla,Nunn,A Beautiful Place to Die,,1
 Mankell,Henning,A Bridge to the Stars,Joel Gustafsson,1
 Mankell,Henning,Shadows in the Twilight,Joel Gustafsson,2
 Mankell,Henning,Firewall,Kurt Wallander,8
 Mankell,Henning,Kennedy's Brain,,1
 Mankell,Henning,The Eye of the Leopard,,1
 Marc,Bekoff,The Animal Manifesto: Six Reasons for Expanding Our Compassion Footprint,,1
 Marc & M.D.,Weissbluth,"Healthy Sleep Habits, Happy Child",,1
 Marcia,Muller,Crucifixion River,,1
 Margaret,Miles,A Mischief in the Snow,Mystery of Old New England,4
 Margaret,Atwood,The Penelopiad,The Myths,2
 Margaret,Mitchell,Gone with the Wind,,1
 Margaret,George,Helen of Troy,,1
 Margaret,Atwood,The blind assassin,,1
 Margaret,Atwood,The Year of the Flood,,1
 Margaret & Hickman,Weis,Dragons of Autumn Twilight,Dragonlance: Chronicles,1
 Margaret & Hickman,Weis,Dragons of Winter Night,Dragonlance: Chronicles,2
 Margaret & Hickman,Weis,Dragons of Spring Dawning,Dragonlance: Chronicles,3
 Margaret & Hickman,Weis,Time of the Twins,Dragonlance: Legends,1
 Margaret & Hickman,Weis,War of the Twins,Dragonlance: Legends,2
 Margaret & Hickman,Weis,Test of the Twins,Dragonlance: Legends,3
 Margaret & Hickman,Weis,Dragonlance: The Second Generation,The Second Generation,1
 Marguerite,Duras,The Malady of Death,,1
 Marie,Brennan,A Star Shall Fall,Onyx Court,3
 Marie,Ferrarella,Diagnosis: danger,The Doctors Pulaski,2
 Marie,Force,Love at First Flight: One Round Trip That Would Change Everything,,1
 Marie,Osmond,Might as Well Laugh about It Now,,1
 Marilyn,Griffith,Made of Honor,"Life, Faith and Getting It Right",9
 Marina,Lewycka,A Short History of Tractors in Ukrainian,,1
 Marina,Fiorato,The Botticelli Secret,,1
 Marina,Lewycka,Two caravans,,1
 Marina,Lewycka,We are all made of glue,,1
 Mario,Livio,"The golden ratio: the story of phi, the world's most astonishing number",,1
 Mario & Bart,Puzo,The Godfather,The Godfather,1
 Mario Vargas,Llosa,Who Killed Palomino Molero?,,1
 Marion,Roberts,Mostly Sunny with a Chance of Storms,,1
 Marisha,Pessl,Special topics in calamity physics,,1
 Mark,Chadbourn,World's End,Age Of Misrule,1
 Mark,Greaney,On Target,Gray man,2
 Mark,Mynheir,The Night Watchman,Ray Quinn,1
 Mark,Twain,The Adventures of Tom Sawyer,Tom Sawyer,1
 Mark,Twain,Adventures of Huckleberry Finn,Tom Sawyer,2
 Mark,Morris,Bay of the Dead,Torchwood,11
 Mark,Twain,A Connecticut Yankee in King Arthur's Court,,1
 Mark,Mills,Amagansett,,1
 Mark,Twain,"Autobiography of Mark Twain, Vol. 1",,1
 Mark,Bowden,Black Hawk Down: A Story of Modern War,,1
 Mark,Spragg,Bone Fire,,1
 Mark,Doty,Fire to fire: new and selected poems,,1
 Mark,Bittman,Food Matters: A Guide to Conscious Eating with More Than 75 Recipes,,1
 Mark,McNay,Fresh,,1
 Mark,Timlin,Guns of Brixton,,1
 Mark,Bittman,Mark Bittman's Kitchen Express: 404 Inspired Seasonal Dishes You Can Make in 20 Minutes Or Less,,1
 Mark,Coker,Smashwords Style Guide,,1
 Mark,Twain,The Complete Mark Twain Collection,,1
 Mark,Bittman,The Food Matters Cookbook: 500 Revolutionary Recipes for Better Living,,1
 Mark,Kurlansky,The Food of a Younger Land,,1
 Mark,Greaney,The Gray Man,,1
 Mark,Mills,The Information Officer,,1
 Mark,Twain,The Prince and the Pauper,,1
 Mark,Thompson,The White War: Life and Death on the Italian Front 1915-1919,,1
 Mark,Twain,Who Is Mark Twain?,,1
 Mark & Murray,Reinfeld,The 30-Minute Vegan's Taste of the East: 150 Asian-Inspired Recipes--from Soba Noodles to Summer Rolls,,1
 Mark A.,McDonald,Misery Doesn't Always Love Company,,1
 Mark Collins,Jenkins,Vampire Forensics: Uncovering the Origins of an Enduring Legend,,1
 Mark D. & Arp,White,Batman and philosophy: the dark knight of the soul,,1
 Markus,Zusak,I Am the Messenger,,1
 Markus,Zusak,The Book Thief,,1
 Marliss,Melton,Show No Fear,Seal Team 12,7
 Marsha,Canham,In the Shadow of Midnight,,1
 Marsha,Canham,Through a Dark Mist,,1
 Martín,Solares,The Black Minutes,,1
 Martha,Gellhorn,Travels with Myself and Another,,1
 Martin,Jacques,When China rules the world: the rise of the middle kingdom and the end of the western world,,1
 Martin Cruz,Smith,Three Stations: An Arkady Renko Novel,Arkady Renko,7
 Martin Cruz,Smith,December 6: A Novel,,1
 Mary,Daheim,Loco Motive: A Bed-and-Breakfast Mystery,Bed-And-Breakfast Mysteries,25
 Mary,Monroe,God Don't Like Ugly,God Don't Like Ugly,1
 Mary,Karr,Lit: A Memoir,Mary Karr's Memoirs,3
 Mary,Wine,Bedding the Enemy,The McJames series,3
 Mary,Roach,Packing for Mars: The Curious Science of Life in the Void,,1
 Mary,Nichols,The Fountain,,1
 Mary Jo,Putney,The Wild Child,The Bride Trilogy,1
 Mary Robinette,Kowal,First Flight,,1
 Mary Wollstonecraft,Shelley,Frankenstein,,0
 Mary Yukari,Waters,The favorites: a novel,,1
 Mathias & Ardizzone,Malzieu,The Boy with the Cuckoo-Clock Heart,,1
 Matthew,Stokoe,Empty Mile,,1
 Matthew,Kneale,English passengers,,1
 Matthew,Parker,Panama fever: the epic story of one of the greatest human achievements of all time--the building of the Panama Canal,,1
 Matthew,Pearl,The Last Dickens,,1
 Matthew,Skelton,The Story of Cirrus Flux,,1
 Maureen,Tan,Too Close To Home,Silhouette Bombshell,108
 Maureen,Ash,Murder for Christ's Mass,Templar Knight Mystery,4
 Maureen,Howard,The Rags of Time,,1
 Maureen,Lang,Whisper on the Wind,,1
 Maureen & Kolek,Wood,The Ghost Chronicles,,1
 Maurice G.,Dantec,Grand Junction,,1
 Max,Brooks,The zombie survival guide: complete protection from the living dead,,1
 Max,Brooks,World War Z: An Oral History of the Zombie War,,1
 Max Allan & Clemens,Collins,You Can't Stop Me,,1
 Maya,Angelou,I know why the caged bird sings,Maya Angelou's Autobiographies,1
 Mayberry,Sarah,Hot for Him,Harlequin Blaze,326
 McCall Smith,Alexander,The Dog Who Came in from the Cold,Corduroy Mansions,2
 McGee,Chaz,Desolate Angel,Dead Detective,1
 Meghan,McCain,Dirty Sexy Politics,,1
 Melanie,Rawn,Dragon Prince,Dragon Prince,1
 Melanie,Rawn,The Star Scroll,Dragon Prince,2
 Melanie,Rawn,Sunrunner's fire,Dragon Prince,3
 Melanie,Benjamin,Alice I Have Been: A Novel,,1
 Melanie,Thernstrom,"The Pain Chronicles: Cures, Myths, Mysteries, Prayers, Diaries, Brain Scans, Healing, and the Science of Suffering",,1
 Melissa,Marr,Wicked Lovely,Wicked Lovely,1
 Melissa,Jacobs,"Love, Life and Linguine",,1
 Melissa,Marr,"Stopping Time, Part 1",,1
 Melissa,Marr,"Stopping Time, Part 2",,1
 Melissa de la,Cruz,The Au Pairs,The Au Pairs,1
 Melissa de la,Cruz,The au pairs skinny-dipping,The Au Pairs,2
 Melissa de la,Cruz,"Sun-kissed (Au Pairs, The)",The Au Pairs,3
 Mellick,Carlton,Satan Burger,,1
 Melody,Carlson,Catwalk,,1
 Mercedes,Lackey,Alta,Dragon Jousters,2
 Meredith,Efken,Sahm I Am,"Life, Faith and Getting It Right",8
 Merline & Roberts,Lovelace,Megan's Mate,The Calhoun Women,5
 Merrie,Destefano,Afterlife: The Resurrection Chronicles,The Resurrection Chronicles,1
 Merry,Jones,The Nanny Murders,Zoe Hayes,1
 Mia,Zachary,Afternoon Delight,,1
 Michael,Connelly,Void Moon,Cassie Black,1
 Michael,Moorcock,Elric Of Melnibone,Elric,1
 Michael,Moorcock,The Sailor of the Seas of Fate,Elric,2
 Michael,Moorcock,The Weird of the White Wolf,Elric,3
 Michael,Moorcock,The Vanishing Tower,Elric,4
 Michael,Moorcock,The Bane of the Black Sword,Elric,5
 Michael,Moorcock,Stormbringer,Elric,6
 Michael,Connelly,The black echo,Harry Bosch,1
 Michael,Connelly,The Black Ice,Harry Bosch,2
 Michael,Connelly,The concrete blonde,Harry Bosch,3
 Michael,Connelly,The last coyote,Harry Bosch,4
 Michael,Connelly,Trunk music,Harry Bosch,5
 Michael,Connelly,City of Bones,Harry Bosch,8
 Michael,Connelly,Lost light,Harry Bosch,9
 Michael,Connelly,Echo Park: a novel,Harry Bosch,12
 Michael,Connelly,The Reversal,Harry Bosch,16
 Michael,Connelly,The poet,Jack McEvoy,1
 Michael,Connelly,The Scarecrow,Jack McEvoy,4
 Michael,Crichton,Jurassic park,Jurassic Park,1
 Michael,Crichton,The Lost World,Jurassic Park,2
 Michael,Connelly,The Lincoln lawyer,Mickey Haller,1
 Michael,Schuster,Star Trek: Myriad Universes: Shattered Light,Star Trek,2010.12
 Michael,Scott,The Alchemyst,The Secrets of the Immortal Nicholas Flamel,1
 Michael,Scott,The Magician,The Secrets of the Immortal Nicholas Flamel,2
 Michael,Scott,The Sorceress,The Secrets of the Immortal Nicholas Flamel,3
 Michael,Scott,The Necromancer,The Secrets of the Immortal Nicholas Flamel,4
 Michael,Marshall,The Straw Men,The Straw Men trilogy,1
 Michael,Marshall,The Lonely Dead,The Straw Men trilogy,2
 Michael,Marshall,Blood Of Angels,The Straw Men trilogy,3
 Michael,Cunningham,A home at the end of the world,,1
 Michael,Pollan,A Place of My Own: The Architecture of Daydreams,,1
 Michael,Crichton,Airframe,,1
 Michael,Ondaatje,Anil's Ghost,,1
 Michael,Crichton,Binary,,1
 Michael,Crichton,Congo,,1
 Michael,Connelly,Crime beat: a decade of covering cops and killers,,1
 Michael,Specter,"Denialism: How Irrational Thinking Hinders Scientific Progress, Harms the Planet, and Threatens Our Lives",,1
 Michael,Crichton,Eaters of the Dead,,1
 Michael,Cunningham,Flesh and Blood,,1
 Michael,Pollan,Food Rules: An Eater's Manual,,1
 Michael,Korda,Hero: The Life and Legend of Lawrence of Arabia,,1
 Michael,Walsh,Hostile Intent,,1
 Michael,Pollan,In Defense of Food: An Eater's Manifesto,,1
 Michael,Cunningham,Land's End: A Walk in Provincetown,,1
 Michael,Mewshaw,Lying with the Dead,,1
 Michael,Anthony,"Mass Casualties: A Young Medic's True Story of Death, Deception, and Dishonor in Iraq",,1
 Michael,Crichton,Next: a novel,,1
 Michael,Dobbs,"One minute to midnight: Kennedy, Khrushchev, and Castro on the brink of nuclear war",,1
 Michael,Davis,Street gang: the complete history of Sesame Street,,1
 Michael,Haag,Templars: History and Myth: From Solomon's Temple to the Freemasons,,1
 Michael,Chabon,The amazing adventures of Kavalier and Clay: a novel,,1
 Michael,Crichton,The Andromeda Strain,,1
 Michael,Lewis,The Blind Side: Evolution of a Game,,1
 Michael,Pollan,The botany of desire: a plant's-eye view of the world,,1
 Michael,Connelly,The Brass Verdict,,1
 Michael,Swanwick,The Dog Said Bow-Wow,,1
 Michael,Tunison,The Football Fan's Manifesto,,1
 Michael,Gruber,The Good Son: A Novel,,1
 Michael,Capuzzo,The Murder Room,,1
 Michael,Capuzzo,The Murder Room: The Heirs of Sherlock Holmes Gather to Solve the World's Most Perplexing Cold Cases,,1
 Michael,Pollan,The omnivore's dilemma: a natural history of four meals,,1
 Michael,Ruhlman,The reach of a chef: beyond the kitchen,,1
 Michael,Rubens,The Sheriff of Yrnameer,,1
 Michael,Crichton,Timeline,,1
 Michael & Hudson,Crichton,A case of need,,1
 Michael A.,Martin,Star Trek: Typhon Pact: Seize the Fire,Star Trek,2010.12
 Michael C.,White,Beautiful Assassin,,1
 Michael C.,Thomsett,The Options Trading Body of Knowledge: The Definitive Source for Information About the Options Industry,,1
 Michael E.,Marks,Dominant Species,,1
 Michael G.,Cornelius,The Ascension: A Novel,,1
 Michael J.,Fox,A Funny Thing Happened on the Way to the Future: Twists and Turns and Lessons Learned,,1
 Michael S.,Gazzaniga,Human,,1
 Michael Van,Rooy,An Ordinary Decent Criminal,,1
 Michel,Faber,The Crimson Petal and the White,The Crimson Petal and the White,1
 Michele,Young-Stone,The Handbook for Lightning Strike Survivors,,1
 Michelle,Moran,Cleopatra's Daughter,,1
 Michelle,Moran,Nefertiti,,1
 Michelle,Moran,The Heretic Queen,,1
 Mignon F.,Ballard,Shadow of an Angel,Augusta Goodnight,3
 Mignon F.,Ballard,The Angel Whispered Danger,,1
 Miguel,Syjuco,Ilustrado,,1
 Mihaly,Csikszentmihalyi,Creativity,,1
 Mike,Mullane,Riding Rockets,,1
 Mike,Dash,"The First Family: Terror, Extortion, Revenge, Murder and the Birth of the American Mafia",,1
 Mike,Dash,Tulipomania: The Story of the World's Most Coveted Flower & the Extraordinary Passions It Aroused,,1
 Mikhail,Bulgakov,The Master and Margarita,,1
 Mikkel,Birkegaard,The Library of Shadows,,1
 Miklos,Vamos,The Book of Fathers,,1
 Mingmei,Yip,Petals from the Sky,,1
 Mira,Grant,Feed: The Newsflesh Trilogy,The Newsflesh Trilogy,1
 Miranda,Bliss,Cooking Up Murder,Cooking Class Mysteries,1
 Miranda,Bliss,Murder on the Menu,Cooking Class Mysteries,2
 Miranda,Bliss,Dead Men Don't Get the Munchies,Cooking Class Mysteries,3
 Miranda,Bliss,Dying for Dinner,Cooking Class Mysteries,4
 Miranda,Bliss,Murder Has a Sweet Tooth,Cooking Class Mysteries,5
 Miranda,July,No one belongs here more than you: stories,,1
 Miranda,July,No one belongs here more than you: stories,,1
 Mohammed,Hanif,A Case of Exploding Mangoes,,1
 Mollie,Katzen,Get Cooking: 150 Simple Recipes to Get You Started in the Kitchen,,1
 Molly,Evans,One Summer in Santa Fe,,1
 Mones,Nicole,The Last Chinese Chef,,1
 Monk,Devon,Magic on the Storm,Allie Beckstrom,4
 Morgan,Matson,Amy & Roger's Epic Detour,,1
 Mosab Hassan,Yousef,Son of Hamas,,1
 Mulk Raj,Anand,Untouchable,,1
 Myers,Cindi,The Man Tamer,Harlequin Blaze,323
 N. K.,Jemisin,The Hundred Thousand Kingdoms,Inheritance,1
 Nancie,McDermott,Quick & Easy Chinese: 70 Everyday Recipes,,1
 Nancy,Bell,Biggie and the Devil Diet,Biggie Weatherford Mysteries,6
 Nancy,Rue,Sophie's World,FaithGirlz!,1
 Nancy,Rue,Sophie's Secret,FaithGirlz!,2
 Nancy,Madore,Enchanted Again,,1
 Nancy,Madore,Enchanted: Erotic Bedtime Stories for Women,,1
 Nancy,Baggett,"Kneadlessly Simple: Fabulous, Fuss-Free, No-Knead Breads",,1
 Nancy,Ortberg,Unleashing the Power of Rubber Bands: Lessons in Non-Linear Leadership,,1
 Nancy S.,Hughes,The 1500-Calorie-a-Day Cookbook,,1
 Naomi,Novik,His Majesty's Dragon,Temeraire,1
 Naomi,Rich,Alis,,1
 Nassim Nicholas,Taleb,The Black Swan: The Impact of the Highly Improbable,,1
 Natale,Stenzel,Pandora's Box,Pandora's Box,1
 Natasha,Solomons,Mr. Rosenblum's List: Or Friendly Guidance for the Aspiring Englishman,,1
 Nathan,Lowell,Quarter Share: A Trader's Tale from the Golden Age of the Solar Clipper,Golden Age of the Solar Clipper,1
 Nathan,Whitaker,The Mentor Leader: Secrets to Building People and Teams That Win Consistently,,1
 Nathan,Englander,The Ministry of Special Cases,,1
 Nathaniel,Philbrick,"The Last Stand: Custer, Sitting Bull, and the Battle of the Little Big Horn",,1
 Nathaniel & Stade,Hawthorne,The Scarlet Letter,,1
 Natsume,Soseki,Kokoro,,1
 Nava,Semel,And the Rat Laughed,,1
 Neal,Stephenson,Quicksilver,Baroque Cycle,1
 Neal,Stephenson,The confusion,Baroque Cycle,2
 Neal,Stephenson,The system of the world,Baroque Cycle,3
 Neal,Asher,The Technician,Polity,3
 Neal,Stephenson,Anathem,,1
 Neal,Stephenson,Cryptonomicon,,1
 Neal,Stephenson,In the beginning ...was the command line,,1
 Neal,Stephenson,Snow Crash,,1
 Neal,Stephenson,The Diamond Age,,1
 Neal,Stephenson,Zodiac: The Eco-Thriller,,1
 Neil,Gaiman,American Gods,American Gods,1
 Neil,Gaiman,Anansi Boys,American Gods,2
 Neil,Gaiman,Fragile Things,Neil Gaiman Short Stories,1
 Neil,Gaiman,M Is for Magic,Neil Gaiman Short Stories,1
 Neil,Gaiman,Smoke and Mirrors: Short Fictions and Illusions,Neil Gaiman Short Stories,1
 Neil,Sheehan,A fiery peace in a cold war: Bernard Schriever and the ultimate weapon,,1
